drift_type,seed,centroid,covariance,mmd,energy,tda_pe_h0,tda_pe_h1,tda_h0_total_persistence,tda_h1_total_persistence,tda_h0_max_lifetime,tda_h1_max_lifetime,tda_h1_n_features,tda_phd,tda_h0_mean_lifetime,tda_h0_std_lifetime,tda_wass_h0,tda_wass_h1,tda_bottleneck_h0
centroid_shift,456,2.9999999999999987,6.216143898024864e-16,0.21715560512231769,1.6258565784467613,0.0003066242869138591,0.06059528320615115,3.6778571605682373,1.2573254108428955,0.15108823776245117,0.05763435363769531,16,0.005526063552471691,0.02468360510448475,0.016469654097606534,4.742598295211792,5.1695252918178385,0.19684934616088867
annulus,456,0.340386831738033,4.448028616699055,0.08311351660510935,0.36306277383485375,0.0011959864451949187,2.8988103216294325,442.84895050525665,22.383816123008728,3.674920678138733,2.1464556455612183,169,0.02168393856198765,2.97214060741783,0.1729340304516872,442.6134667515864,22.103684158277126,2.39302921295166
two_cluster,456,0.25552179148381476,4.295485535830565,0.04694942007337721,0.16233023793167067,0.0007971272596813961,0.30519757586981555,224.80184483528137,15.65989065170288,0.9469027519226074,0.17248821258544922,64,0.002037365259509233,1.5087372136596064,0.06265053948159827,224.80184483528137,26.773346254853212,1.8596162796020508
variance_change,456,0.7804552359689565,16.595942273590286,0.25127353616953785,2.388074169116722,9.612787207036178e-05,0.034964201030693864,1167.8669111728668,52.273011445999146,9.794866561889648,0.8797416687011719,5,0.002346257954462659,7.838032960891724,0.48003250212504484,1167.8669111728668,74.89403319419766,7.290462493896484
no_drift,456,0.3531856471782692,1.2606141944983937,0.00021947402280608763,0.0008218834261519703,7.21337452240789e-05,0.007234492592504083,4.951069116592407,1.2940945625305176,0.06062936782836914,0.007386207580566406,13,0.00026455272554153086,0.03322865178921086,0.0028934126687497064,5.899571657180786,7.737126301218847,0.11400079727172852
centroid_shift,789,3.000000000000002,5.875066317865719e-16,0.2194060208398816,1.6351361264787414,0.0002991649031054422,0.021890854484338362,7.206052780151367,0.17006754875183105,0.05927324295043945,0.018712282180786133,18,0.0072929871254703155,0.048362770336586536,0.015062550228432448,7.294719696044922,6.213983826787464,0.31583118438720703
annulus,789,0.28395223277674747,4.569437985525323,0.07736040485683326,0.34381291613071996,0.0010830502185275037,2.650114151541618,433.01660376787186,20.400382578372955,3.4387831687927246,2.1488112211227417,159,0.019735575526141455,2.9061517031400794,0.1729829652055838,432.9371565718931,21.22693382517017,2.2748491764068604
two_cluster,789,0.276111067633309,4.090656591010768,0.04477837248829575,0.15500911080265434,0.000737439654140637,0.2158625373179044,220.48368978500366,12.67329216003418,0.9005506038665771,0.22446250915527344,55,0.003668817177989378,1.4797563072819035,0.06638110849708567,220.48368978500366,26.50981732316734,1.7677934169769287
variance_change,789,0.6981939841357524,16.212209158526075,0.23693325988980352,2.341558211055183,6.524838979071745e-05,0.08638520572400488,1184.8577508926392,52.257524251937866,9.484311580657959,0.5339679718017578,4,0.002989906651640825,7.952065442232478,0.5012873833540197,1184.8577508926392,72.60383245170362,7.01700496673584
no_drift,789,0.40875814440836256,1.2806446514586565,0.0012069490144955841,0.008313429158572028,7.908427008551655e-05,0.23074671596819485,7.9513163566589355,8.84654951095581,0.19330453872680664,0.14244794845581055,47,0.0010558299065402815,0.0533645393064357,0.0013932991246767001,8.271995067596436,9.234201512709115,0.19330453872680664
centroid_shift,1011,3.0,5.877184831554732e-16,0.2219985406342624,1.6452823316325702,0.0004629147364783037,0.13527418221122556,1.3364572525024414,0.5122184753417969,0.10661172866821289,0.06140565872192383,18,0.002995543504838688,0.008969511761761417,0.027535998299116127,4.595046520233154,4.866502876022119,0.12160110473632812
annulus,1011,0.2961233289855151,4.600958809589008,0.0743293084890394,0.33443922259616254,0.0008408688864625091,2.477398498425521,425.4553989768028,12.870505809783936,3.3337674140930176,2.1613199710845947,102,0.014448573656107272,2.855405362260422,0.17576043396471056,425.4422197306876,15.45561181184211,2.2337965965270996
two_cluster,1011,0.3207560432485539,4.175932597385,0.04528719798737335,0.15603130367015616,0.00030540391902800224,0.038021929738243365,210.17341327667236,5.465076684951782,0.9694745540618896,0.13394522666931152,1,0.0013540469123326931,1.4105598206488077,0.07887824153794246,210.17341327667236,20.482814499927777,1.6603670120239258
variance_change,1011,0.8464476776393908,16.02201146917453,0.24899338154549766,2.366329905458201,0.0004012839909401933,0.35905956157952357,1181.4713172912598,56.47089338302612,9.148639678955078,1.0189218521118164,74,0.008828954197997278,7.929337699941341,0.4446816429221815,1181.4713172912598,64.48738539804181,6.808116436004639
no_drift,1011,0.40613650298889853,1.220586060623714,0.00118322716956909,0.00810814758780598,3.195377378784059e-05,0.011689551532240827,7.690723180770874,0.6506800651550293,0.15033197402954102,0.01892852783203125,6,0.0022563817002754644,0.05161559181725428,0.006157200606816293,7.790227651596069,4.764087412470619,0.15033197402954102
