dataset,method,drift_type,window_size,seed,auc,detection_delay,fpr,runtime
ag_news,tda_h0_mean_lifetime,abrupt_topic,200,456,0.61,3.0,0.1,1.4962245106697083
ag_news,tda_h0_std_lifetime,abrupt_topic,200,456,0.48,6.0,0.1,1.4962245106697083
ag_news,tda_h0_total_persistence,abrupt_topic,200,456,0.64,3.0,0.1,1.4962245106697083
ag_news,tda_h1_max_lifetime,abrupt_topic,200,456,0.43,10.0,0.1,1.4962245106697083
ag_news,tda_h1_n_features,abrupt_topic,200,456,0.675,0.0,0.1,1.4962245106697083
ag_news,tda_h1_total_persistence,abrupt_topic,200,456,0.8600000000000001,0.0,0.1,1.4962245106697083
ag_news,tda_pe_h0,abrupt_topic,200,456,0.51,6.0,0.1,1.4962245106697083
ag_news,tda_pe_h1,abrupt_topic,200,456,0.63,0.0,0.1,1.4962245106697083
ag_news,tda_phd,abrupt_topic,200,456,0.41000000000000003,10.0,0.1,1.4962245106697083
ag_news,tda_wass_h0,abrupt_topic,200,456,0.68,3.0,0.1,1.4962245106697083
ag_news,tda_wass_h1,abrupt_topic,200,456,1.0,0.0,0.1,1.4962245106697083
ag_news,centroid,abrupt_topic,200,789,1.0,0.0,0.1,1.608877968788147
ag_news,covariance,abrupt_topic,200,789,1.0,0.0,0.1,1.608877968788147
ag_news,mmd,abrupt_topic,200,789,1.0,0.0,0.1,1.608877968788147
ag_news,knn,abrupt_topic,200,789,0.9199999999999999,0.0,0.1,1.608877968788147
ag_news,energy,abrupt_topic,200,789,1.0,0.0,0.1,1.608877968788147
ag_news,tda_bottleneck_h0,abrupt_topic,200,789,0.77,1.0,0.1,1.608877968788147
ag_news,tda_h0_max_lifetime,abrupt_topic,200,789,0.4,5.0,0.1,1.608877968788147
ag_news,tda_h0_mean_lifetime,abrupt_topic,200,789,0.51,10.0,0.1,1.608877968788147
ag_news,tda_h0_std_lifetime,abrupt_topic,200,789,0.95,1.0,0.1,1.608877968788147
ag_news,tda_h0_total_persistence,abrupt_topic,200,789,0.47000000000000003,10.0,0.1,1.608877968788147
ag_news,tda_h1_max_lifetime,abrupt_topic,200,789,0.52,10.0,0.1,1.608877968788147
ag_news,tda_h1_n_features,abrupt_topic,200,789,0.09499999999999999,10.0,0.0,1.608877968788147
ag_news,tda_h1_total_persistence,abrupt_topic,200,789,0.7700000000000001,3.0,0.1,1.608877968788147
ag_news,tda_pe_h0,abrupt_topic,200,789,0.48000000000000004,4.0,0.1,1.608877968788147
ag_news,tda_pe_h1,abrupt_topic,200,789,0.13999999999999999,10.0,0.1,1.608877968788147
ag_news,tda_phd,abrupt_topic,200,789,0.93,1.0,0.1,1.608877968788147
ag_news,tda_wass_h0,abrupt_topic,200,789,0.86,2.0,0.1,1.608877968788147
ag_news,tda_wass_h1,abrupt_topic,200,789,0.93,0.0,0.1,1.608877968788147
ag_news,centroid,abrupt_topic,200,1011,1.0,0.0,0.1,1.5249425411224364
ag_news,covariance,abrupt_topic,200,1011,1.0,0.0,0.1,1.5249425411224364
ag_news,mmd,abrupt_topic,200,1011,1.0,0.0,0.1,1.5249425411224364
ag_news,knn,abrupt_topic,200,1011,0.8600000000000001,0.0,0.1,1.5249425411224364
ag_news,energy,abrupt_topic,200,1011,1.0,0.0,0.1,1.5249425411224364
ag_news,tda_bottleneck_h0,abrupt_topic,200,1011,0.6099999999999999,1.0,0.1,1.5249425411224364
ag_news,tda_h0_max_lifetime,abrupt_topic,200,1011,1.0,0.0,0.1,1.5249425411224364
ag_news,tda_h0_mean_lifetime,abrupt_topic,200,1011,0.5800000000000001,3.0,0.1,1.5249425411224364
ag_news,tda_h0_std_lifetime,abrupt_topic,200,1011,0.68,1.0,0.1,1.5249425411224364
ag_news,tda_h0_total_persistence,abrupt_topic,200,1011,0.39,3.0,0.1,1.5249425411224364
ag_news,tda_h1_max_lifetime,abrupt_topic,200,1011,0.69,0.0,0.1,1.5249425411224364
ag_news,tda_h1_n_features,abrupt_topic,200,1011,0.75,1.0,0.1,1.5249425411224364
ag_news,tda_h1_total_persistence,abrupt_topic,200,1011,0.9700000000000001,0.0,0.1,1.5249425411224364
ag_news,tda_pe_h0,abrupt_topic,200,1011,0.52,1.0,0.1,1.5249425411224364
ag_news,tda_pe_h1,abrupt_topic,200,1011,0.77,0.0,0.1,1.5249425411224364
ag_news,tda_phd,abrupt_topic,200,1011,0.68,0.0,0.1,1.5249425411224364
ag_news,tda_wass_h0,abrupt_topic,200,1011,0.88,0.0,0.1,1.5249425411224364
ag_news,tda_wass_h1,abrupt_topic,200,1011,0.93,0.0,0.1,1.5249425411224364
ag_news,centroid,gradual_topic,200,42,1.0,0.0,0.1,1.529923176765442
ag_news,covariance,gradual_topic,200,42,1.0,0.0,0.1,1.529923176765442
ag_news,mmd,gradual_topic,200,42,1.0,2.0,0.1,1.529923176765442
ag_news,knn,gradual_topic,200,42,0.5104166666666666,0.0,0.1,1.529923176765442
ag_news,energy,gradual_topic,200,42,1.0,2.0,0.1,1.529923176765442
ag_news,tda_bottleneck_h0,gradual_topic,200,42,0.8541666666666666,2.0,0.1,1.529923176765442
ag_news,tda_h0_max_lifetime,gradual_topic,200,42,0.6666666666666667,1.0,0.1,1.529923176765442
ag_news,tda_h0_mean_lifetime,gradual_topic,200,42,0.78125,3.0,0.1,1.529923176765442
ag_news,tda_h0_std_lifetime,gradual_topic,200,42,0.9375,2.0,0.1,1.529923176765442
ag_news,tda_h0_total_persistence,gradual_topic,200,42,0.8645833333333333,1.0,0.1,1.529923176765442
ag_news,tda_h1_max_lifetime,gradual_topic,200,42,0.40625,10.0,0.1,1.529923176765442
ag_news,tda_h1_n_features,gradual_topic,200,42,0.6145833333333333,0.0,0.1,1.529923176765442
ag_news,tda_h1_total_persistence,gradual_topic,200,42,0.6875,8.0,0.1,1.529923176765442
ag_news,tda_pe_h0,gradual_topic,200,42,0.7916666666666666,2.0,0.1,1.529923176765442
ag_news,tda_pe_h1,gradual_topic,200,42,0.6145833333333333,0.0,0.1,1.529923176765442
ag_news,tda_phd,gradual_topic,200,42,0.9166666666666666,3.0,0.1,1.529923176765442
ag_news,tda_wass_h0,gradual_topic,200,42,0.9583333333333334,1.0,0.1,1.529923176765442
ag_news,tda_wass_h1,gradual_topic,200,42,0.8229166666666666,5.0,0.1,1.529923176765442
ag_news,centroid,gradual_topic,200,123,1.0,0.0,0.1,1.6288301944732666
ag_news,covariance,gradual_topic,200,123,1.0,1.0,0.1,1.6288301944732666
ag_news,mmd,gradual_topic,200,123,1.0,1.0,0.1,1.6288301944732666
ag_news,knn,gradual_topic,200,123,0.6354166666666666,10.0,0.1,1.6288301944732666
ag_news,energy,gradual_topic,200,123,1.0,1.0,0.1,1.6288301944732666
ag_news,tda_bottleneck_h0,gradual_topic,200,123,0.875,1.0,0.0,1.6288301944732666
ag_news,tda_h0_max_lifetime,gradual_topic,200,123,0.7395833333333334,5.0,0.1,1.6288301944732666
ag_news,tda_h0_mean_lifetime,gradual_topic,200,123,0.8645833333333334,0.0,0.1,1.6288301944732666
ag_news,tda_h0_std_lifetime,gradual_topic,200,123,0.8541666666666667,0.0,0.1,1.6288301944732666
ag_news,tda_h0_total_persistence,gradual_topic,200,123,0.7708333333333333,0.0,0.1,1.6288301944732666
ag_news,tda_h1_max_lifetime,gradual_topic,200,123,0.6979166666666666,8.0,0.1,1.6288301944732666
ag_news,tda_h1_n_features,gradual_topic,200,123,0.5364583333333334,0.0,0.1,1.6288301944732666
ag_news,tda_h1_total_persistence,gradual_topic,200,123,0.5208333333333333,0.0,0.1,1.6288301944732666
ag_news,tda_pe_h0,gradual_topic,200,123,0.6041666666666666,0.0,0.1,1.6288301944732666
ag_news,tda_pe_h1,gradual_topic,200,123,0.53125,0.0,0.1,1.6288301944732666
ag_news,tda_phd,gradual_topic,200,123,0.5625,6.0,0.1,1.6288301944732666
ag_news,tda_wass_h0,gradual_topic,200,123,0.8854166666666667,0.0,0.1,1.6288301944732666
ag_news,tda_wass_h1,gradual_topic,200,123,0.84375,0.0,0.1,1.6288301944732666
ag_news,centroid,gradual_topic,200,456,1.0,0.0,0.1,1.3011313676834106
ag_news,covariance,gradual_topic,200,456,1.0,0.0,0.1,1.3011313676834106
ag_news,mmd,gradual_topic,200,456,1.0,0.0,0.1,1.3011313676834106
ag_news,knn,gradual_topic,200,456,0.5729166666666667,0.0,0.1,1.3011313676834106
ag_news,energy,gradual_topic,200,456,1.0,0.0,0.1,1.3011313676834106
ag_news,tda_bottleneck_h0,gradual_topic,200,456,0.421875,10.0,0.1,1.3011313676834106
ag_news,tda_h0_max_lifetime,gradual_topic,200,456,0.4895833333333333,2.0,0.1,1.3011313676834106
ag_news,tda_h0_mean_lifetime,gradual_topic,200,456,0.59375,3.0,0.1,1.3011313676834106
ag_news,tda_h0_std_lifetime,gradual_topic,200,456,0.71875,3.0,0.1,1.3011313676834106
ag_news,tda_h0_total_persistence,gradual_topic,200,456,0.45833333333333337,10.0,0.1,1.3011313676834106
ag_news,tda_h1_max_lifetime,gradual_topic,200,456,0.3541666666666667,10.0,0.1,1.3011313676834106
ag_news,tda_h1_n_features,gradual_topic,200,456,0.3125,0.0,0.1,1.3011313676834106
ag_news,tda_h1_total_persistence,gradual_topic,200,456,0.5833333333333334,5.0,0.1,1.3011313676834106
ag_news,tda_pe_h0,gradual_topic,200,456,0.3333333333333333,10.0,0.1,1.3011313676834106
ag_news,tda_pe_h1,gradual_topic,200,456,0.28125000000000006,0.0,0.1,1.3011313676834106
ag_news,tda_phd,gradual_topic,200,456,0.5520833333333333,10.0,0.1,1.3011313676834106
ag_news,tda_wass_h0,gradual_topic,200,456,0.59375,10.0,0.1,1.3011313676834106
ag_news,tda_wass_h1,gradual_topic,200,456,0.7395833333333334,0.0,0.1,1.3011313676834106
ag_news,centroid,gradual_topic,200,789,1.0,0.0,0.1,1.5168885707855224
ag_news,covariance,gradual_topic,200,789,1.0,0.0,0.1,1.5168885707855224
ag_news,mmd,gradual_topic,200,789,1.0,0.0,0.1,1.5168885707855224
ag_news,knn,gradual_topic,200,789,0.59375,0.0,0.1,1.5168885707855224
ag_news,energy,gradual_topic,200,789,1.0,0.0,0.1,1.5168885707855224
ag_news,tda_bottleneck_h0,gradual_topic,200,789,0.9166666666666666,2.0,0.1,1.5168885707855224
ag_news,tda_h0_max_lifetime,gradual_topic,200,789,0.2604166666666667,0.0,0.1,1.5168885707855224
ag_news,tda_h0_mean_lifetime,gradual_topic,200,789,0.9270833333333334,2.0,0.1,1.5168885707855224
ag_news,tda_h0_std_lifetime,gradual_topic,200,789,0.8645833333333333,2.0,0.1,1.5168885707855224
ag_news,tda_h0_total_persistence,gradual_topic,200,789,0.96875,2.0,0.1,1.5168885707855224
ag_news,tda_h1_max_lifetime,gradual_topic,200,789,0.4479166666666667,10.0,0.1,1.5168885707855224
ag_news,tda_h1_n_features,gradual_topic,200,789,0.48437499999999994,2.0,0.0,1.5168885707855224
ag_news,tda_h1_total_persistence,gradual_topic,200,789,0.6041666666666666,10.0,0.1,1.5168885707855224
ag_news,tda_pe_h0,gradual_topic,200,789,0.75,2.0,0.1,1.5168885707855224
ag_news,tda_pe_h1,gradual_topic,200,789,0.49999999999999994,2.0,0.1,1.5168885707855224
ag_news,tda_phd,gradual_topic,200,789,0.8854166666666666,0.0,0.1,1.5168885707855224
ag_news,tda_wass_h0,gradual_topic,200,789,0.9895833333333333,2.0,0.1,1.5168885707855224
ag_news,tda_wass_h1,gradual_topic,200,789,0.7291666666666666,2.0,0.1,1.5168885707855224
ag_news,centroid,gradual_topic,200,1011,1.0,0.0,0.1,1.394487988948822
ag_news,covariance,gradual_topic,200,1011,1.0,0.0,0.1,1.394487988948822
ag_news,mmd,gradual_topic,200,1011,1.0,0.0,0.1,1.394487988948822
ag_news,knn,gradual_topic,200,1011,0.6770833333333335,3.0,0.1,1.394487988948822
ag_news,energy,gradual_topic,200,1011,1.0,2.0,0.1,1.394487988948822
ag_news,tda_bottleneck_h0,gradual_topic,200,1011,0.8229166666666666,3.0,0.1,1.394487988948822
ag_news,tda_h0_max_lifetime,gradual_topic,200,1011,0.6354166666666666,0.0,0.1,1.394487988948822
ag_news,tda_h0_mean_lifetime,gradual_topic,200,1011,0.6875,3.0,0.1,1.394487988948822
ag_news,tda_h0_std_lifetime,gradual_topic,200,1011,0.6875000000000001,4.0,0.1,1.394487988948822
ag_news,tda_h0_total_persistence,gradual_topic,200,1011,0.7395833333333334,3.0,0.1,1.394487988948822
ag_news,tda_h1_max_lifetime,gradual_topic,200,1011,0.625,6.0,0.1,1.394487988948822
ag_news,tda_h1_n_features,gradual_topic,200,1011,0.8125,3.0,0.1,1.394487988948822
ag_news,tda_h1_total_persistence,gradual_topic,200,1011,0.6562499999999999,5.0,0.1,1.394487988948822
ag_news,tda_pe_h0,gradual_topic,200,1011,0.78125,3.0,0.1,1.394487988948822
ag_news,tda_pe_h1,gradual_topic,200,1011,0.7395833333333334,8.0,0.1,1.394487988948822
ag_news,tda_phd,gradual_topic,200,1011,0.75,4.0,0.1,1.394487988948822
ag_news,tda_wass_h0,gradual_topic,200,1011,0.8229166666666667,3.0,0.1,1.394487988948822
ag_news,tda_wass_h1,gradual_topic,200,1011,0.8854166666666666,2.0,0.1,1.394487988948822
ag_news,centroid,style_shift,200,42,1.0,0.0,0.1,1.5226781606674193
ag_news,covariance,style_shift,200,42,1.0,0.0,0.1,1.5226781606674193
ag_news,mmd,style_shift,200,42,1.0,0.0,0.1,1.5226781606674193
ag_news,knn,style_shift,200,42,0.6,3.0,0.1,1.5226781606674193
ag_news,energy,style_shift,200,42,1.0,0.0,0.1,1.5226781606674193
ag_news,tda_bottleneck_h0,style_shift,200,42,0.47000000000000003,3.0,0.1,1.5226781606674193
ag_news,tda_h0_max_lifetime,style_shift,200,42,0.29000000000000004,6.0,0.1,1.5226781606674193
ag_news,tda_h0_mean_lifetime,style_shift,200,42,0.49,10.0,0.1,1.5226781606674193
ag_news,tda_h0_std_lifetime,style_shift,200,42,0.66,0.0,0.1,1.5226781606674193
ag_news,tda_h0_total_persistence,style_shift,200,42,0.33999999999999997,10.0,0.1,1.5226781606674193
ag_news,tda_h1_max_lifetime,style_shift,200,42,0.55,2.0,0.1,1.5226781606674193
ag_news,tda_h1_n_features,style_shift,200,42,0.775,1.0,0.1,1.5226781606674193
ag_news,tda_h1_total_persistence,style_shift,200,42,0.9500000000000001,1.0,0.1,1.5226781606674193
ag_news,tda_pe_h0,style_shift,200,42,0.53,10.0,0.1,1.5226781606674193
ag_news,tda_pe_h1,style_shift,200,42,0.6699999999999999,5.0,0.1,1.5226781606674193
ag_news,tda_phd,style_shift,200,42,0.54,9.0,0.1,1.5226781606674193
ag_news,tda_wass_h0,style_shift,200,42,0.52,10.0,0.1,1.5226781606674193
ag_news,tda_wass_h1,style_shift,200,42,0.9500000000000001,0.0,0.1,1.5226781606674193
ag_news,centroid,style_shift,200,123,1.0,0.0,0.1,1.5019030928611756
ag_news,covariance,style_shift,200,123,1.0,0.0,0.1,1.5019030928611756
ag_news,mmd,style_shift,200,123,1.0,0.0,0.1,1.5019030928611756
ag_news,knn,style_shift,200,123,0.54,10.0,0.1,1.5019030928611756
ag_news,energy,style_shift,200,123,1.0,0.0,0.1,1.5019030928611756
ag_news,tda_bottleneck_h0,style_shift,200,123,0.57,1.0,0.0,1.5019030928611756
ag_news,tda_h0_max_lifetime,style_shift,200,123,0.7,1.0,0.1,1.5019030928611756
ag_news,tda_h0_mean_lifetime,style_shift,200,123,0.52,3.0,0.1,1.5019030928611756
ag_news,tda_h0_std_lifetime,style_shift,200,123,0.69,1.0,0.1,1.5019030928611756
ag_news,tda_h0_total_persistence,style_shift,200,123,0.4,10.0,0.1,1.5019030928611756
ag_news,tda_h1_max_lifetime,style_shift,200,123,0.71,2.0,0.1,1.5019030928611756
ag_news,tda_h1_n_features,style_shift,200,123,0.5449999999999999,10.0,0.1,1.5019030928611756
ag_news,tda_h1_total_persistence,style_shift,200,123,0.6799999999999999,2.0,0.1,1.5019030928611756
ag_news,tda_pe_h0,style_shift,200,123,0.39,4.0,0.1,1.5019030928611756
ag_news,tda_pe_h1,style_shift,200,123,0.42,10.0,0.1,1.5019030928611756
ag_news,tda_phd,style_shift,200,123,0.44,3.0,0.1,1.5019030928611756
ag_news,tda_wass_h0,style_shift,200,123,0.63,0.0,0.1,1.5019030928611756
ag_news,tda_wass_h1,style_shift,200,123,0.87,0.0,0.1,1.5019030928611756
ag_news,centroid,style_shift,200,456,1.0,0.0,0.1,1.3848693013191222
ag_news,covariance,style_shift,200,456,1.0,0.0,0.1,1.3848693013191222
ag_news,mmd,style_shift,200,456,1.0,0.0,0.1,1.3848693013191222
ag_news,knn,style_shift,200,456,0.5,6.0,0.1,1.3848693013191222
ag_news,energy,style_shift,200,456,1.0,0.0,0.1,1.3848693013191222
